#{"t_start": 1525892454.660609, "env_id": "Hopper-v1"}
r,l,t
1084.938637,329,253.65952
1127.720981,332,253.959148
1208.54707,371,254.289618
1515.015158,463,255.5731
1154.705979,339,255.875589
1716.409048,529,256.345493
1487.118644,452,256.7466
952.411927,290,257.005647
1541.999742,482,258.316912
1543.911817,468,258.745757
1246.356914,381,259.085162
1516.058108,462,259.497314
600.460907,191,259.666046
1454.317612,434,261.257021
1419.443278,433,261.641864
1177.196618,345,261.950714
2107.983307,626,262.509429
1249.371341,373,262.856957
1518.041794,469,264.146068
1233.573301,379,264.481401
1044.511734,336,264.780923
634.361235,192,264.952035
1121.151929,342,265.256305
1525.123816,478,266.552607
1468.385632,455,266.957281
704.521259,249,267.17931
2542.648771,775,267.868703
1802.586903,535,268.346511
900.335086,263,269.455531
2436.294082,734,270.11039
2129.681867,642,270.681801
3124.527981,982,272.425957
2260.347714,673,273.028819
3201.121671,1000,274.787822
1649.968951,512,275.243754
599.277602,180,275.404499
2074.008114,633,275.968289
3236.785209,1000,277.729525
3161.119839,1000,278.622508
3030.674015,916,280.311636
1415.58067,425,280.689985
2080.001618,628,281.252145
3140.362368,1000,283.015991
2301.108716,697,283.635799
1239.596594,364,283.959768
1274.606442,389,284.312312
760.154075,263,284.546559
1851.731733,558,285.913652
2476.243356,743,286.578545
2298.722607,685,287.188227
3381.041072,1000,288.944398
2611.176769,785,289.641447
1808.45216,542,291.02038
1557.809051,467,291.436503
606.974813,193,291.607724
1984.234233,590,292.13364
1455.705417,429,292.514479
724.923748,219,293.594115
2147.134216,650,294.178498
1242.680452,375,294.512872
631.354149,188,294.680923
2763.925041,830,296.29541
2325.18245,687,296.907922
1502.432558,449,297.306548
2763.095238,824,298.039713
677.275609,211,299.095685
3318.562796,1000,299.988642
2623.609279,787,300.692945
1273.274457,382,301.902104
987.88104,298,302.168108
1651.2294,483,302.598038
2372.466901,714,303.235691
1268.045272,388,304.451379
1804.831768,543,304.935301
2083.511212,641,305.507371
881.567874,265,305.745818
2520.01053,747,307.283341
1723.828811,542,307.766428
2580.466837,777,308.462854
1067.144265,318,308.747566
617.50841,195,309.793178
2575.248595,801,310.509449
1527.221736,466,310.925783
1695.409411,508,311.380167
1312.025444,403,312.614527
1497.287179,437,313.005146
507.310165,158,313.14718
1172.228888,359,313.466074
3321.229002,1000,315.22891
2292.793091,681,315.8335
2160.965452,660,316.420745
3188.935433,1000,318.19401
2653.990881,815,318.921342
1658.887243,500,319.368781
1838.339121,560,320.742009
1282.01235,384,321.086524
3244.745993,1000,321.981065
1669.925216,494,323.317924
3326.980666,1000,324.209469
1642.101472,495,324.648992
2999.077231,901,326.324369
3119.251524,1000,327.215803
646.1122,200,327.393948
1148.981077,337,327.693401
1606.274459,483,328.995967
1260.411402,381,329.335363
1278.785154,406,329.69631
1373.363904,420,330.074284
1528.479707,458,330.479901
1630.056984,490,331.847222
693.655098,213,332.038369
3229.365884,1000,332.934164
1802.087273,548,334.297694
513.071227,161,334.440902
1556.898765,456,334.89053
626.977334,196,335.077754
1575.677689,478,335.504375
1375.268816,404,335.864868
644.734566,204,336.927107
3276.032793,1000,337.821372
2945.305483,863,338.588873
3183.991796,1000,340.363437
2355.437505,705,340.993601
3318.040805,1000,342.765672
1777.044728,528,343.241997
2603.00823,773,343.933258
1758.42416,518,345.267224
653.499179,194,345.439584
1082.663407,343,345.74493
782.492963,270,345.987332
837.692376,250,346.210382
3202.400707,1000,347.977697
753.18925,225,348.180406
1763.003338,515,348.639103
854.963795,288,348.897001
3191.88381,960,350.627325
2942.579726,904,351.434792
996.700432,311,351.71323
1808.361313,548,352.202911
933.278172,282,353.334836
998.825512,294,353.596529
3204.564641,1000,354.489925
2353.311605,707,356.003601
1558.460366,467,356.419568
1003.250006,306,356.691033
3229.682111,1000,357.582173
1026.538517,301,358.722475
3221.542397,1000,359.613031
3223.596365,1000,361.373007
1295.399974,386,361.719308
1558.624288,463,362.133412
1460.920365,439,362.527028
1247.391299,381,362.866507
2180.304348,641,364.314744
1256.147891,370,364.644895
649.424471,198,364.826473
635.956357,195,365.001384
2322.50144,688,365.616713
1178.707252,347,366.8057
1046.569646,312,367.086206
1789.068793,521,367.55327
1913.016633,571,368.064722
2643.290995,790,369.640686
1632.686409,484,370.07581
1593.241233,477,370.501677
1779.656385,524,370.970347
1675.225775,497,372.286894
3335.733276,1000,373.183731
2583.516849,791,373.891357
1854.440595,566,375.26587
3025.653543,909,376.074526
1039.678802,316,376.357342
957.226806,287,377.491216
2246.057019,664,378.085215
2617.283321,782,378.780427
1770.589125,523,379.248031
2642.056677,800,380.82764
1769.366047,518,381.288943
3138.22908,925,382.992035
1290.766223,391,383.342139
1246.530976,363,383.66568
709.515066,219,383.86108
1566.616853,472,384.283491
1547.526853,461,384.693963
671.204633,203,385.748473
1268.374053,372,386.082061
1896.604186,563,386.582325
675.082865,205,386.764819
678.880429,215,386.957525
1552.292215,459,387.366972
909.784822,258,388.469428
1399.686889,428,388.850222
1291.366572,393,389.202223
2862.022294,841,389.952703
1247.90685,382,391.163421
2248.710522,664,391.753582
3217.418009,1000,392.644439
1541.38584,469,393.942217
1373.430408,403,394.302146
2243.271921,671,394.904225
2618.904865,779,396.468631
603.293274,180,396.629313
2966.367181,894,397.435323
1543.76129,458,397.845703
1511.133286,443,399.112432
3142.89295,1000,400.006746
2908.606376,861,400.776438
1773.869725,534,402.123426
2256.24792,687,402.736844
628.958079,198,402.913421
1276.118034,415,403.285485
428.954977,146,403.416352
1552.5787,486,404.719996
3239.990658,1000,405.614466
2907.790893,852,407.244794
2026.093272,590,407.771795
1635.737002,524,408.239524
1292.771535,397,408.59224
1680.530589,521,409.93276
2055.526935,617,410.483623
1021.055818,313,410.762193
3232.127066,1000,411.655932
3179.010212,1000,413.434893
1760.0825,524,413.901687
823.470549,241,414.116968
985.098696,294,414.379432
1223.753921,357,415.569699
3334.760012,1000,416.466513
2927.992207,876,418.117283
3052.5765,913,418.930013
673.261532,203,419.111218
1591.356261,476,419.535601
855.192539,247,419.75604
3353.797411,996,421.519292
3197.151643,1000,422.412314
2674.326182,785,423.990686
1776.394706,520,424.459678
2168.645619,670,425.059245
1106.970204,331,426.278847
1386.08821,407,426.642377
1220.975608,357,426.965717
1261.79417,367,427.29658
2935.881346,874,428.945314
915.40255,261,429.177705
2131.266086,644,429.753337
1540.771174,454,430.161211
2363.605732,701,431.661963
1003.273903,293,431.925238
2669.348539,798,432.640353
1610.345079,473,433.066848
1923.400641,574,434.451352
1568.086093,455,434.860349
1273.087507,387,435.206587
3225.98142,1000,436.0981
743.146587,216,437.161445
2350.413927,706,437.804337
1806.577808,539,438.288765
1986.061613,615,439.714361
2455.720782,732,440.367999
628.167494,206,440.551508
1527.180553,471,440.972468
3180.91595,1000,442.742669
2909.490771,879,443.529529
3167.796319,960,445.256907
1172.997829,340,445.561779
1655.490395,494,446.004217
679.464902,220,446.200066
945.581083,271,446.441922
1236.475718,364,446.766435
2438.37529,726,448.287971
2589.00762,763,448.977737
1579.434306,473,449.400103
3250.330348,1000,451.16471
1318.408451,394,451.516235
1026.19742,330,451.810225
2368.346317,708,453.308926
1811.073442,544,453.793388
2365.28987,700,454.421531
604.033585,184,454.588323
2464.937413,736,456.124328
1725.206351,538,456.603839
739.846847,252,456.829525
1454.625829,433,457.219254
1571.460902,466,457.648888
1543.626147,454,458.926485
2262.520108,683,459.534985
763.289958,254,459.761411
1166.5263,344,460.071671
1243.804449,383,460.414458
596.109832,187,461.450538
1811.401494,538,461.933112
1839.47068,551,462.426703
3194.820994,1000,464.194169
1233.286126,368,464.521739
2316.936745,684,465.133109
1771.525569,537,465.611961
1302.866629,404,466.840936
1306.9468,392,467.191112
1509.179863,453,467.595798
1552.384906,459,468.006199
1724.12699,502,468.453048
1321.296415,397,469.677322
1604.795806,480,470.10856
2918.176274,870,470.985374
1559.143456,460,472.449239
1532.818243,465,472.961426
575.419355,181,473.167226
1290.780328,382,473.605467
2345.716495,696,474.284103
1465.207589,432,475.644586
3158.561125,1000,476.58264
2287.747614,681,477.215821
2396.976924,718,479.051049
2255.610006,668,479.815096
1145.112423,350,480.238658
2523.811716,744,482.093069
840.072329,266,482.39914
1591.328582,467,482.947487
1599.661702,479,483.478747
1727.01549,520,483.967494
2073.674763,617,485.762763
2159.625737,654,486.419732
643.750428,214,486.682281
1896.077443,566,487.281527
1563.530223,466,488.778601
1931.704223,585,489.321615
2429.559473,731,489.991453
3080.011461,924,491.743914
3229.362196,1000,492.714686
689.842592,220,492.933587
1238.925207,375,494.206339
1332.945194,402,494.640043
1793.829842,542,495.173325
2336.415938,696,495.853681
980.822646,298,496.127925
3120.73266,923,497.874704
1216.711596,378,498.223157
703.27021,230,498.436025
988.347799,307,498.716492
3246.122896,1000,500.636978
2690.879076,808,501.397087
1020.533336,307,501.678164
1247.904835,377,502.932794
1492.463314,463,503.405569
3137.627897,1000,504.39697
3244.539795,1000,506.22725
491.778061,179,506.394225
556.973425,191,506.576034
1662.197308,513,507.058745
1399.826088,418,507.460657
3147.890108,1000,509.295577
1786.78531,540,509.791709
1364.763623,412,510.171179
1940.592362,584,511.664256
2374.818221,717,512.53354
1257.808839,376,512.927333
1544.515783,474,513.363721
1742.87811,532,514.738988
1203.778415,372,515.127182
2326.683068,698,515.95701
1440.856193,455,516.483286
1849.959234,559,518.197207
1440.788796,433,518.602419
2996.083943,881,519.423943
1457.987975,440,520.790342
1369.951935,403,521.221868
1843.110558,548,521.938045
1227.861744,361,522.315898
1176.257674,359,522.705654
1412.71556,423,524.099855
1670.478412,498,524.548339
1176.679907,354,524.876808
1525.134949,472,525.316912
3219.658662,973,527.125917
2663.121051,801,527.868351
1025.495864,314,528.170784
1420.218168,411,528.635342
3240.1158,1000,530.569215
1777.267099,533,531.079025
1127.835965,331,531.389755
1195.626131,346,532.801674
1525.943897,453,533.233137
1346.583273,398,533.621904
2109.597915,625,534.275154
1625.307937,482,534.710128
1167.63179,355,535.912814
1144.181058,333,536.215419
1208.304174,351,536.531351
1827.641349,538,537.019722
1764.519447,536,538.383039
1372.196628,404,538.74661
1568.863933,468,539.168629
1161.003134,334,539.470316
3175.355521,1000,541.55115
1193.773929,357,541.946554
1918.217386,595,542.545626
1692.73694,496,543.046561
2686.279084,807,544.806069
1055.853235,318,545.103665
1311.017186,391,545.533936
3251.228367,1000,547.55511
3238.257243,1000,548.488354
1973.422125,596,549.076585
3135.972774,941,550.893905
1664.759567,495,551.358219
1994.339071,593,551.910666
1273.106997,388,553.205996
1661.417544,490,553.672031
3357.039639,995,554.712153
1013.339821,292,555.011989
964.390236,310,556.40464
2035.242616,607,556.992089
1131.635338,329,557.352346
1840.11105,548,557.900754
1480.700851,449,558.301324
1412.816348,415,559.699943
2094.750841,605,560.267714
1629.363928,476,560.695648
2925.60445,861,562.365464
2896.54184,858,563.166155
2356.392576,702,563.801563
941.918664,286,564.977595
1482.796446,428,565.369101
1274.623131,368,565.702795
1279.631058,364,566.030023
958.546589,276,566.282081
2702.352193,796,567.919406
1461.908272,429,568.321326
1284.140991,380,568.669147
1423.106852,422,569.046059
2358.531625,694,570.578651
1291.948639,372,570.918402
1284.541459,382,571.27672
2111.501579,625,571.855095
1787.312057,537,572.358069
3298.973284,983,574.189823
1639.778604,482,574.621615
1288.218261,377,574.967991
1496.609141,444,576.287359
975.256287,281,576.538912
1500.520424,449,576.944883
3018.378566,891,577.7566
3266.81015,972,579.521894
1821.437058,531,580.004417
1498.807176,440,580.404037
972.980099,292,580.665985
2241.420817,661,582.142858
1108.170874,321,582.429026
1180.673297,349,582.751035
1278.524137,372,583.08957
2179.700835,646,584.570756
1309.28932,385,584.918994
1003.255245,294,585.191504
1976.365045,588,585.738462
3191.164589,1000,587.61838
2082.274162,605,588.184468
2662.266049,791,588.933135
1547.541022,467,590.421299
2642.275873,778,591.233791
1874.018682,554,591.788932
1559.225688,454,593.313887
497.564759,180,593.539705
1130.592458,334,593.874627
1279.978558,384,594.228407
1152.816366,333,594.554276
1548.491812,462,595.013914
1209.670954,348,596.371781
1103.457762,324,596.739945
1149.296001,332,597.12176
3288.626244,1000,598.255673
2077.911191,609,600.143263
3311.14376,1000,601.179482
2149.639937,637,601.802842
1114.619,321,603.094013
1363.760322,399,603.493042
1571.660296,461,603.964068
1201.041713,347,604.330805
1820.154184,529,604.848601
1474.962811,432,606.191425
1558.737549,450,606.643388
2948.961038,880,607.675307
1837.550258,538,609.230988
1279.97188,375,609.574741
1094.59596,322,609.869819
2152.801214,631,610.453117
1878.935287,563,610.971185
2854.194206,833,612.601893
3284.213784,1000,613.494803
1589.862781,476,614.920137
2089.859287,614,615.477036
1241.518949,360,615.797599
2692.384736,796,616.506705
1287.152965,380,617.737549
1900.166325,565,618.242798
1330.247269,399,618.598995
3218.60652,1000,620.460719
1286.526469,379,620.806956
1837.082947,540,621.307083
1251.395923,370,621.661093
3283.161499,1000,623.532399
2070.813141,621,624.125241
1904.758185,562,624.685807
1106.524227,330,624.986225
1141.430609,333,626.305085
1299.333354,383,626.777261
1335.745018,396,627.235172
3287.172144,1000,628.265341
1378.006367,404,629.708016
1177.227093,341,630.039878
1242.482316,359,630.363655
1303.223961,388,630.740662
1398.450158,410,631.201709
1361.804434,403,632.663239
1916.006315,597,633.22969
2506.802393,751,633.949804
2447.007523,729,635.756881
1890.839867,559,636.332777
3224.785996,963,637.339932
3236.03905,952,639.222537
1791.943718,527,639.710672
2134.566947,633,640.299998
1767.92294,519,641.790528
2057.370388,608,642.479445
2095.382831,614,643.197131
2603.135757,787,645.007975
3235.141199,1000,646.110815
1009.209939,293,646.428434
1366.263868,400,646.868822
1241.46255,378,648.15216
1022.418001,299,648.42433
1852.353543,549,648.920451
3342.522713,1000,650.83903
1316.338057,386,651.272017
1290.705088,374,651.705664
3337.692358,1000,652.777749
994.679511,289,654.129107
1552.184128,453,654.585065
1561.742582,454,655.008013
1235.758936,353,655.393973
1313.991253,385,655.825762
2108.154096,614,657.513232
2497.121155,735,658.333534
2002.42801,609,659.007334
2839.363035,838,660.990961
1463.261584,424,661.413996
3244.324637,1000,662.511316
2062.588562,602,664.17788
1032.932296,298,664.460165
2133.358253,622,665.099272
1475.948873,423,665.580432
2354.252728,687,667.333535
2386.202596,703,668.070449
3223.507843,1000,670.136767
2700.63248,805,671.07841
1083.550374,317,671.470279
2018.862357,593,672.18712
2423.383929,708,673.912295
1506.600624,436,674.373816
2687.517204,796,675.172875
2969.282407,880,676.902976
1428.564879,416,677.338694
1796.902041,525,677.85608
2516.858654,740,679.469264
2880.573713,849,680.279074
3234.12928,1000,681.22246
1779.497093,532,682.640736
1243.719765,358,682.98295
1527.066531,448,683.400881
2967.108089,879,685.136642
2022.373964,587,685.684807
1537.085304,453,686.111661
2234.525012,662,686.728581
2617.976441,771,688.364417
3285.87456,1000,689.301829
3195.581279,956,691.105769
2156.918663,630,691.691662
1276.334216,380,692.04893
2551.815859,749,693.651375
1324.805332,389,694.017847
2615.112755,764,694.732871
2164.207699,630,695.322552
3094.168195,952,697.22585
2263.347417,661,697.855269
2156.556255,639,699.485498
1260.797696,370,699.856895
1460.324372,425,700.251657
2261.595324,662,700.877543
2507.997798,735,702.701346
1583.224705,463,703.241532
1452.704152,423,703.710581
1574.034328,461,704.221409
1510.338657,443,704.642258
1638.145308,477,705.993881
1829.359696,541,706.504226
1331.267716,394,706.87174
1175.708281,368,707.215827
829.706764,236,707.458722
1568.979242,451,708.938516
2340.41446,680,709.589168
1539.952931,453,710.043116
1331.517306,392,710.424849
1804.53325,524,711.881816
1172.737231,342,712.246761
3289.239775,1000,713.193985
1084.490975,315,714.438625
1305.967902,383,714.795152
2567.269119,755,715.503232
1318.291715,387,715.863422
1659.59176,484,716.360321
1891.671373,554,717.910347
1458.578671,418,718.307058
1604.133716,462,718.752489
1692.412915,494,719.257465
3213.653613,945,721.063249
1130.733515,325,721.354142
719.644493,213,721.543926
2671.628808,776,723.410466
1631.657036,484,723.880607
2515.636759,737,724.563984
1507.819382,435,724.975833
2132.808356,631,726.485884
1244.095603,368,726.842652
1332.185943,385,727.210376
1190.438945,341,727.528506
1954.57794,575,728.079014
1252.916917,363,729.328209
1402.765878,412,729.718024
2340.537787,682,730.361601
1595.29264,467,730.868148
1838.989182,528,732.501706
2416.628072,709,733.21916
1272.683527,369,733.660892
1717.504122,500,734.289937
3266.814583,1000,736.843191
721.245979,216,737.101529
2142.433768,627,737.748113
1304.146834,384,739.667692
3272.127088,1000,741.018355
1802.393644,524,741.496225
1219.837748,353,741.815596
1357.544824,393,743.062949
1303.312541,380,743.401562
943.007045,266,743.640932
890.226224,253,743.871737
1107.114392,316,744.253859
1113.612589,320,744.629421
1344.97206,390,745.916404
1091.443901,316,746.198786
1324.576923,386,746.570119
1067.657666,307,746.845783
1480.150681,426,747.227752
2330.321851,693,749.436152
1467.911238,428,750.214478
1563.676909,455,750.79583
1454.574194,425,751.305677
1616.222347,479,751.780919
3391.09004,1000,753.697665
805.572032,229,753.908882
2220.904889,656,754.513534
1268.201884,370,755.741904
3406.741415,1000,756.767089
2039.946606,592,757.320452
3155.109542,923,759.172071
3008.83424,883,759.987298
2279.771161,660,761.635113
1633.687751,480,762.371682
1357.717971,393,763.226098
1704.413256,499,764.06235
2081.493477,605,765.792388
3264.512767,1000,766.712281
1378.3451,401,767.069488
1872.799303,545,767.58401
3345.795686,1000,769.365008
2275.229941,665,770.050907
2280.821053,666,771.671053
1740.148836,511,772.134924
3272.153106,1000,773.052612
1310.627158,391,774.301293
3243.129094,1000,775.401009
1476.674072,427,776.026162
1322.888973,387,776.391289
744.022811,240,777.586291
1290.268221,379,777.924673
1822.262343,529,778.397182
2607.803014,766,779.08147
1300.246148,379,780.300352
863.677763,251,780.52869
1396.611542,405,780.892727
2771.166029,811,781.736061
3192.448197,935,783.772035
3275.030921,1000,784.777883
1734.286195,503,785.285761
3245.253398,943,787.201978
3292.189582,1000,788.336229
1014.671658,294,789.992923
1426.472201,442,790.527878
1265.159068,363,791.12652
698.629323,215,791.368045
2197.71166,645,791.95863
1227.329687,349,793.311948
2086.800156,613,794.076295
3177.182737,932,794.997037
3010.218222,884,796.752021
3046.016445,904,797.571004
1461.488944,418,797.946205
1611.042235,476,799.264909
3037.280519,897,800.070326
1325.953388,386,800.453539
3283.733253,1000,802.225863
3299.988428,979,803.14086
1647.063179,489,803.577257
3271.022209,1000,805.351634
2297.407309,675,805.95471
3216.965829,1000,808.176257
3075.369977,907,808.985743
3251.247569,1000,810.745429
3027.143649,887,811.537268
3280.678644,1000,814.322471
3293.027629,1000,816.149178
3253.287375,1000,818.706327
1798.036726,519,819.172132
2424.475425,709,820.033276
3307.461729,976,822.13901
3245.477695,1000,823.095305
3268.946919,1000,825.201472
925.052869,265,825.516671
2893.342236,849,826.503258
3231.363577,952,828.378887
1660.014673,480,828.813754
2336.366301,677,829.427118
3328.641838,988,831.421934
1534.765076,447,831.96301
1572.922915,460,832.461267
1582.30536,465,832.949888
1839.369904,551,834.41722
1617.748411,510,834.887598
1834.714977,539,835.381722
3226.216353,1000,837.349342
3344.703868,992,838.340505
3313.302861,1000,840.394993
2506.763831,734,841.133431
1523.479646,443,841.551773
3214.883116,1000,843.418748
1808.4542,527,843.911018
2915.248716,911,844.759255
1300.656849,377,846.045897
2649.255882,777,846.774223
2453.990951,719,847.442168
3261.923048,1000,849.313124
2719.181454,810,850.066508
1983.351705,583,850.60936
1901.402545,558,852.061637
2443.741482,717,852.734982
1033.305551,301,853.014232
1436.98024,417,853.401734
3280.768736,1000,855.268747
3400.181596,1000,856.197551
2586.526409,757,857.85064
964.275055,276,858.104261
3229.767062,1000,859.182117
3286.183224,1000,861.053629
3233.447112,1000,861.991351
3375.392981,1000,864.147446
3004.24282,882,864.967976
2620.204661,762,866.816333
3245.164056,1000,867.98938
3192.452735,1000,869.872483
2101.744878,607,870.439441
2137.591301,634,871.036556
2627.849329,765,872.829975
3232.724574,1000,873.794132
1476.656315,427,874.206261
3399.526981,997,876.20441
1678.381399,494,876.685451
2791.747922,818,877.480762
3283.983795,1000,879.550077
2845.104694,856,880.431709
880.848843,253,880.668477
1780.135475,551,882.134564
3274.70634,1000,883.080235
1300.854362,393,883.455624
2713.509949,797,885.172502
2277.153555,670,885.800913
1829.493739,529,886.296064
1390.996824,406,887.618539
3279.140122,1000,888.565428
2479.542091,734,889.259094
2124.152943,626,890.951924
1065.405533,341,891.281381
2525.883444,737,891.971898
2825.0134,835,893.95697
2425.847847,706,894.637292
2131.810676,622,895.283903
2849.206404,838,897.22957
1636.541882,477,897.692884
742.718159,220,897.911155
3275.167138,1000,900.04556
1601.442799,472,900.494146
2287.209098,668,901.181965
1823.07107,529,901.65383
3269.399988,1000,903.435302
976.893336,277,903.681734
2122.405834,617,904.234034
1544.91167,447,905.541592
3171.277,928,906.373994
1299.765607,374,906.70791
3278.217962,1000,908.692676
1671.413794,492,909.134253
1653.708312,483,909.685332
1874.455772,556,910.448273
1995.479091,582,912.13933
1891.12841,555,912.714874
3134.216349,924,913.773863
2959.454067,867,915.623047
998.912399,289,915.916745
2429.829,711,916.649801
3281.338946,1000,918.663219
3295.62818,1000,919.655296
1559.531754,460,920.066483
971.839494,275,921.366419
2217.690884,650,921.954222
1618.555636,472,922.515003
1380.171429,398,922.909433
1646.140133,481,924.228874
1385.100751,406,924.602307
3405.670572,1000,925.501188
1841.530149,534,926.86757
2769.681016,816,927.600698
1548.810817,452,928.005078
2783.286521,817,929.66032
2385.885325,694,930.300808
1456.587125,419,930.687548
2173.350789,640,931.268378
2008.087862,584,932.862103
1839.216508,536,933.358735
1406.114032,408,933.736091
3309.917215,1000,935.714978
1047.278223,309,935.99598
2234.503613,655,936.600668
3327.807071,1000,938.430564
1841.513308,542,938.931062
1299.131169,382,939.282339
1335.601199,390,939.640918
840.296846,245,939.866029
1125.63783,327,941.236292
1314.208244,387,941.679169
2162.702896,632,942.253067
1372.432187,401,942.727004
1204.825084,347,943.139669
3118.748174,913,944.993002
2684.223889,781,945.721201
1292.826769,375,946.065825
2990.106672,871,948.048254
1678.328299,493,948.522591
1545.122476,449,948.936714
998.06954,283,949.198023
1256.382539,360,950.663756
1639.200474,480,951.102199
979.599442,284,951.420133
1240.898258,354,951.755148
1857.94102,541,952.281799
2161.951279,628,954.323806
3338.114279,1000,956.163851
3150.120452,916,958.010296
1838.612924,544,958.506169
1752.849106,515,958.971079
1356.825603,391,959.321535
1409.970438,409,960.772987
2672.259891,778,961.691679
1408.469822,434,962.193788
1738.408814,503,962.713814
1383.575047,399,964.007121
1075.115536,306,964.292564
1647.372761,476,964.736384
1627.780195,479,965.291846
1443.962313,417,965.682608
1519.485514,445,967.001018
3309.298632,1000,967.947416
1248.744638,356,968.313562
817.548786,235,968.532191
1633.460425,476,970.000153
3360.578739,981,970.8908
2457.29493,723,971.62619
3214.661665,940,974.462561
1524.961202,440,975.057997
2292.177147,669,976.404253
1318.561902,385,979.41061
1599.447534,466,980.767198
1147.677727,333,981.59033
1771.986348,516,983.038403
1602.557804,469,985.124098
2535.313859,743,986.088126
1541.582736,441,986.512037
1316.725989,388,986.884294
1661.237766,482,988.599602
2089.666031,609,989.595821
1892.135157,556,990.546645
1003.224965,291,991.117515
2446.102323,714,994.28839
3196.088729,943,995.672496
1040.18404,303,996.045288
1395.989908,403,996.516955
2589.336351,758,998.717135
1445.439607,418,999.428653
1718.344648,496,1000.457833
1538.848022,450,1001.231062
1302.335329,382,1003.490021
1295.016513,376,1004.090854
1500.90801,434,1004.682652
1450.869001,419,1005.471232
2176.418343,638,1007.869461
2555.553061,764,1009.26994
2492.342678,728,1010.51634
3311.051336,1000,1013.065953
1928.866451,563,1013.772628
1815.451907,526,1014.47365
1566.006157,459,1016.28958
1171.311826,334,1016.716425
3294.574594,1000,1018.070252
2889.900854,842,1020.435845
3286.673695,1000,1021.713483
2488.117004,727,1022.67326
1278.961703,383,1024.43545
2769.429186,809,1025.591901
1654.827513,483,1026.474387
1782.790085,515,1027.358108
1447.667616,417,1029.408909
1515.416167,436,1029.963479
1818.967919,533,1030.619908
1707.810225,497,1031.369012
2322.705913,679,1033.532558
2092.304753,612,1034.485991
2651.520657,775,1035.991638
1481.099563,434,1037.779172
2851.129451,841,1038.803992
2195.258534,641,1039.652515
718.654323,209,1039.905693
3301.230964,1000,1042.355854
1304.801923,384,1042.872848
3284.071039,1000,1045.454917
2164.120894,633,1046.279863
1638.641713,481,1046.849735
3400.590442,1000,1049.157321
1696.124834,491,1049.853489
1885.489596,552,1050.713484
2821.819873,828,1052.880794
3283.426916,1000,1054.104462
2254.459501,651,1055.08606
1239.475814,357,1056.889215
1212.611148,350,1057.33283
3276.640341,1000,1058.662134
2804.897554,816,1060.929049
3234.105895,1000,1062.293275
1888.95829,549,1063.040957
1970.858517,578,1064.995813
1503.126204,437,1065.531454
3305.230646,1000,1066.712824
2245.62934,651,1068.657591
2029.395053,592,1069.41478
3289.889895,1000,1070.621973
2252.053267,657,1073.462216
2981.641183,864,1074.915004
1263.635551,366,1075.449545
1844.482572,547,1077.979637
1824.802553,526,1078.603112
1922.943239,566,1079.173358
1597.044071,463,1079.595993
3290.4744,1000,1081.599681
2093.453586,611,1082.215904
1277.98955,375,1082.564612
2454.37483,715,1084.403814
1679.642461,485,1085.002823
1786.268781,519,1085.592877
3315.63653,1000,1087.642064
1497.31746,431,1088.106254
3285.286499,1000,1089.257325
1811.479691,527,1090.75508
1437.529615,413,1091.211515
3416.591471,992,1092.135881
1335.208076,390,1093.493835
1295.123714,374,1093.925206
1125.85351,323,1094.27804
1173.686969,334,1094.615645
1549.086517,448,1095.134105
3294.326463,1000,1096.954471
1214.51298,349,1097.277857
1569.306663,452,1097.710066
2369.847243,704,1098.356504
2044.738107,595,1099.995825
1473.208136,426,1100.49774
3297.19668,1000,1101.589163
1497.495072,430,1102.948622
1081.927216,313,1103.237603
1351.991584,392,1103.613685
1857.374204,541,1104.131654
1859.428497,545,1105.794974
2383.438225,686,1106.668491
2321.426845,679,1107.351915
938.995422,269,1107.65536
1036.392822,303,1107.949188
1039.967266,303,1109.17497
1290.002051,375,1109.635821
1209.631701,347,1110.062281
1970.20318,576,1110.683579
1334.812888,391,1111.143979
3264.185886,1000,1113.212439
888.061322,251,1113.509613
2722.377713,793,1114.352833
2056.20629,595,1115.902235
1598.584861,468,1116.429651
1051.269047,308,1116.730084
2056.449625,594,1117.332134
1587.103541,465,1118.855278
1676.634791,487,1119.394166
3346.523464,1000,1120.478151
2714.084263,805,1122.406824
1452.432581,418,1122.83468
2250.620753,665,1123.489709
2130.843838,624,1125.160032
2689.109569,781,1125.954398
3309.898541,1000,1126.95493
2013.296232,589,1128.600936
949.395412,279,1128.887687
2322.099226,680,1129.63547
1467.603028,419,1130.132127
1806.868137,522,1131.677648
3071.304109,900,1132.55123
2066.003719,599,1133.216584
2279.010425,659,1134.97034
1909.604153,563,1135.581446
3304.978691,1000,1136.65209
1409.08645,405,1138.060395
1911.255802,556,1138.659275
1749.337102,505,1139.135137
1731.426379,499,1139.597847
2163.554647,631,1141.228107
2139.707644,629,1141.872243
2601.663819,757,1142.666701
1242.322917,365,1144.002585
3306.137806,972,1144.912255
1495.826965,426,1145.313372
2807.631152,823,1147.03128
2558.744202,742,1147.786759
3117.07563,907,1149.795559
3267.452875,1000,1150.73266
3391.801912,1000,1151.668577
1936.891924,572,1153.305229
1109.835536,319,1153.612737
2265.427348,659,1154.33652
2695.125048,785,1156.206374
3299.798767,1000,1157.267721
1970.232874,577,1157.892309
3274.019198,1000,1159.833114
822.864003,238,1160.064493
1372.805948,400,1160.439404
936.464668,266,1160.68332
3171.329456,928,1162.582729
3299.370955,1000,1163.582597
1532.551654,438,1163.993252
